user_id,event_date,event_timestamp,event_name,firebase_screen,firebase_screen_class,ga_session_id,ga_session_number,content_type,content,engagement_time_msec,Column1,Column2,Column3,Column4,Home_Button_Visibility,Category_Button_Visibility,Map_Button_Visibility,items
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474377085008,select_item,L1,MainActivity_V1,1627474142,3,,,,,,,,,,,No Sudden Move
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474393730048,select_item,L1,MainActivity_V1,1627474142,3,,,,,,,,,,,Teen Titans Go! See Space Jam
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474404313075,select_item,L5,MainActivity_V1,1627474142,3,,,,,,,,,,,"The Simpsons: The Good, the Bart, and the Loki"
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474406860082,select_item,L3,MainActivity_V1,1627474142,3,,,,,,,,,,,Awake
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474479290229,select_item,gridLayoutHorizontal1,MainActivity_V1,1627474142,3,,,,,,,,,,,The Tomorrow War
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474392156044,select_item,L1,MainActivity_V1,1627474142,3,,,,,,,,,,,Wrath of Man
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474400601064,select_item,L1,MainActivity_V1,1627474142,3,,,,,,,,,,,No Sudden Move
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474413796096,select_item,gridLayoutHorizontal2,MainActivity_V1,1627474142,3,,,,,,,,,,,Luca
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474372358003,select_item,L1,MainActivity_V1,1627474142,3,,,,,,,,,,,The Forever Purge
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474467259209,select_item,L4,MainActivity_V1,1627474142,3,,,,,,,,,,,The Conjuring: The Devil Made Me Do It
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474457113190,select_item,L2,MainActivity_V1,1627474142,3,,,,,,,,,,,Army of the Dead
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474472079216,select_item,gridLayoutHorizontal1,MainActivity_V1,1627474142,3,,,,,,,,,,,Space Jam: A New Legacy
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474380916016,select_item,L1,MainActivity_V1,1627474142,3,,,,,,,,,,,Black Widow
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474389025036,select_item,L1,MainActivity_V1,1627474142,3,,,,,,,,,,,Awake
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474477112225,select_item,gridLayoutHorizontal1,MainActivity_V1,1627474142,3,,,,,,,,,,,The Boss Baby: Family Business
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474402937071,select_item,L5,MainActivity_V1,1627474142,3,,,,,,,,,,,Cruella
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474417096100,select_item,gridLayoutHorizontal2,MainActivity_V1,1627474142,3,,,,,,,,,,,Teen Titans Go! See Space Jam
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474455440186,select_item,L2,MainActivity_V1,1627474142,3,,,,,,,,,,,"The Simpsons: The Good, the Bart, and the Loki"
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474446958166,select_item,L2,MainActivity_V1,1627474142,3,,,,,,,,,,,The Boss Baby: Family Business
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474390647040,select_item,L1,MainActivity_V1,1627474142,3,,,,,,,,,,,F9
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474395415052,select_item,L1,MainActivity_V1,1627474142,3,,,,,,,,,,,Peter Rabbit 2: The Runaway
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474437583143,select_item,gridLayoutHorizontal5,MainActivity_V1,1627474142,3,,,,,,,,,,,A Quiet Place Part II
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474452830182,select_item,L2,MainActivity_V1,1627474142,3,,,,,,,,,,,Peter Rabbit 2: The Runaway
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474465134205,select_item,L4,MainActivity_V1,1627474142,3,,,,,,,,,,,"The Simpsons: The Good, the Bart, and the Loki"
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474383758024,select_item,L1,MainActivity_V1,1627474142,3,,,,,,,,,,,The Boss Baby: Family Business
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474423177115,select_item,gridLayoutHorizontal4,MainActivity_V1,1627474142,3,,,,,,,,,,,F9
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474446018162,select_item,L2,MainActivity_V1,1627474142,3,,,,,,,,,,,The Forever Purge
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474447927170,select_item,L2,MainActivity_V1,1627474142,3,,,,,,,,,,,The Tomorrow War
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474419464104,select_item,gridLayoutHorizontal2,MainActivity_V1,1627474142,3,,,,,,,,,,,The Conjuring: The Devil Made Me Do It
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474382126020,select_item,L1,MainActivity_V1,1627474142,3,,,,,,,,,,,The Forever Purge
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474410517092,select_item,gridLayoutHorizontal2,MainActivity_V1,1627474142,3,,,,,,,,,,,Black Widow
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474425168119,select_item,gridLayoutHorizontal4,MainActivity_V1,1627474142,3,,,,,,,,,,,Infinite
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474432414131,select_item,gridLayoutHorizontal5,MainActivity_V1,1627474142,3,,,,,,,,,,,Peter Rabbit 2: The Runaway
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474438946147,select_item,gridLayoutHorizontal5,MainActivity_V1,1627474142,3,,,,,,,,,,,"The Simpsons: The Good, the Bart, and the Loki"
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474444844158,select_item,L2,MainActivity_V1,1627474142,3,,,,,,,,,,,Black Widow
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474481964233,select_item,gridLayoutHorizontal1,MainActivity_V1,1627474142,3,,,,,,,,,,,Infinite
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474378443012,select_item,L1,MainActivity_V1,1627474142,3,,,,,,,,,,,Dynasty Warriors
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474387322032,select_item,L1,MainActivity_V1,1627474142,3,,,,,,,,,,,Luca
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474408467086,select_item,L3,MainActivity_V1,1627474142,3,,,,,,,,,,,Peter Rabbit 2: The Runaway
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474433984135,select_item,gridLayoutHorizontal5,MainActivity_V1,1627474142,3,,,,,,,,,,,Space Jam: A New Legacy
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474461948197,select_item,L4,MainActivity_V1,1627474142,3,,,,,,,,,,,Infinite
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474427629124,select_item,gridLayoutHorizontal4,MainActivity_V1,1627474142,3,,,,,,,,,,,Mortal Kombat
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474443581154,select_item,L2,MainActivity_V1,1627474142,3,,,,,,,,,,,Space Jam: A New Legacy
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474385573028,select_item,L1,MainActivity_V1,1627474142,3,,,,,,,,,,,The Tomorrow War
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474435747139,select_item,gridLayoutHorizontal5,MainActivity_V1,1627474142,3,,,,,,,,,,,Peter Rabbit 2: The Runaway
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474448817174,select_item,L2,MainActivity_V1,1627474142,3,,,,,,,,,,,Luca
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474463770201,select_item,L4,MainActivity_V1,1627474142,3,,,,,,,,,,,Peter Rabbit 2: The Runaway
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627474474734221,select_item,gridLayoutHorizontal1,MainActivity_V1,1627474142,3,,,,,,,,,,,The Forever Purge
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496681032018,select_content,productDetailsFragment,MainActivity_V1,1627496662,4,BottomNavBar_Screen,L1,,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496709119072,screen_view,L1,MainActivity_V1,1627496662,4,,,1463,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496711369076,screen_view,L1,MainActivity_V1,1627496662,4,,,1654,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496748456127,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,1690,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496779671160,screen_view,L1,MainActivity_V1,1627496662,4,,,1455,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496783175166,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,595,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496801150197,screen_view,L1,MainActivity_V1,1627496662,4,,,1547,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496809078213,screen_view,L1,MainActivity_V1,1627496662,4,,,1051,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496810128215,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,589,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496812689218,screen_view,L5,MainActivity_V1,1627496662,4,,,3008,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496730001113,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,819,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496751928131,select_content,L5,MainActivity_V1,1627496662,4,ToolBar,SignOut_button,,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496752103133,screen_view,,HomeDefinition,1627496662,4,,,3378,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496778959157,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,709,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496830426229,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,7679,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496682128022,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,1271,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496713022078,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,736,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496727657107,screen_view,L5,MainActivity_V1,1627496662,4,,,1009,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496729153111,screen_view,L5,MainActivity_V1,1627496662,4,,,851,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496733677119,screen_view,L5,MainActivity_V1,1627496662,4,,,7813,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496798447191,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,798,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496804590203,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,563,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496687685040,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,913,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496717489086,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,710,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496718199088,screen_view,L1,MainActivity_V1,1627496662,4,,,1406,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496727017105,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,639,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496800590195,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,565,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496808507211,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,570,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496810719217,screen_view,L1,MainActivity_V1,1627496662,4,,,1973,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496686992037,screen_view,gridLayoutHorizontal2,MainActivity_V1,1627496662,4,,,694,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496704076065,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,2376,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496755535136,screen_view,L5,MainActivity_V1,1627496662,4,,,6275,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496806484207,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,500,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496806982209,screen_view,L1,MainActivity_V1,1627496662,4,,,1522,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496852799233,user_engagement,gridLayoutHorizontal1,MainActivity_V1,1627496662,4,,,14687,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496713759080,screen_view,L1,MainActivity_V1,1627496662,4,,,1574,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496722425096,screen_view,L1,MainActivity_V1,1627496662,4,,,1434,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496791251180,screen_view,L1,MainActivity_V1,1627496662,4,,,1388,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496822014225,select_content,L5,MainActivity_V1,1627496662,4,ToolBar,gridLayoutHorizontal1,,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496671885007,select_content,gridLayoutHorizontal1,MainActivity_V1,1627496662,4,ToolBar,gridLayoutHorizontal5,,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496721636094,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,784,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496728665109,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,486,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496767392140,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,844,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496781795164,screen_view,L1,MainActivity_V1,1627496662,4,,,1379,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496785941172,screen_view,L1,MainActivity_V1,1627496662,4,,,1539,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496796371189,screen_view,L1,MainActivity_V1,1627496662,4,,,2078,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496662490000,session_start,,,1627496662,4,,,,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496771345145,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,1151,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496668472005,screen_view,gridLayoutHorizontal1,MainActivity_V1,1627496662,4,,,3470,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496702764062,screen_view,L1,MainActivity_V1,1627496662,4,,,1315,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496741489122,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,1228,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496715998084,screen_view,L1,MainActivity_V1,1627496662,4,,,1482,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496781124162,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,671,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496681068019,screen_view,L1,MainActivity_V1,1627496662,4,,,1058,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496697502057,screen_view,L1,MainActivity_V1,1627496662,4,,,2852,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496708163070,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,955,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496710580074,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,787,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496761810138,screen_view,L1,MainActivity_V1,1627496662,4,,,5583,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496802700199,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,537,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496684413028,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,808,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496755540135,screen_view,,MainActivity_V1,1627496662,4,,,4,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496795757187,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,610,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496816679224,screen_view,L5,MainActivity_V1,1627496662,4,,,5481,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496671949008,screen_view,gridLayoutHorizontal5,MainActivity_V1,1627496662,4,,,3124,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496679254016,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,1813,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496689204046,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,595,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496689797049,screen_view,gridLayoutHorizontal4,MainActivity_V1,1627496662,4,,,5031,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496700352060,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,2409,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496775802150,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,852,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496805152205,screen_view,L1,MainActivity_V1,1627496662,4,,,1330,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496812683219,select_content,L1,MainActivity_V1,1627496662,4,BottomNavBar_Screen,L5,,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496715331082,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,677,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496732080117,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,1596,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496777458154,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,695,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496789994178,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,1255,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496803240201,screen_view,L1,MainActivity_V1,1627496662,4,,,1353,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496822165226,screen_view,gridLayoutHorizontal1,MainActivity_V1,1627496662,4,,,8261,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496677841013,screen_view,gridLayoutHorizontal5,MainActivity_V1,1627496662,4,,,1415,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496694829052,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,1081,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496697392056,select_content,gridLayoutHorizontal4,MainActivity_V1,1627496662,4,BottomNavBar_Screen,L1,,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496706455067,screen_view,L1,MainActivity_V1,1627496662,4,,,1709,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496719605090,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,572,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496720178092,screen_view,L1,MainActivity_V1,1627496662,4,,,1461,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496788224176,screen_view,L1,MainActivity_V1,1627496662,4,,,1772,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496815698222,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,986,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496838102231,screen_view,gridLayoutHorizontal1,MainActivity_V1,1627496662,4,,,,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496675073011,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,2767,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496685218031,screen_view,L3,MainActivity_V1,1627496662,4,,,931,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496686961036,select_content,productDetailsFragment,MainActivity_V1,1627496662,4,BottomNavBar_Screen,gridLayoutHorizontal2,,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496689773048,select_content,productDetailsFragment,MainActivity_V1,1627496662,4,BottomNavBar_Screen,gridLayoutHorizontal4,,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496742718124,screen_view,L5,MainActivity_V1,1627496662,4,,,5740,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496761659137,select_content,L5,MainActivity_V1,1627496662,4,BottomNavBar_Screen,L1,,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496785231170,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,714,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496787485174,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,739,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496793569185,screen_view,L1,MainActivity_V1,1627496662,4,,,2191,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496667008003,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,1471,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496683398025,screen_view,L5,MainActivity_V1,1627496662,4,,,1016,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496686152034,screen_view,productDetailsFragment,MainActivity_V1,1627496662,4,,,841,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496688602042,screen_view,gridLayoutHorizontal2,MainActivity_V1,1627496662,4,,,603,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496724372100,screen_view,L1,MainActivity_V1,1627496662,4,,,1503,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496730822115,screen_view,L5,MainActivity_V1,1627496662,4,,,1259,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496772499147,screen_view,L1,MainActivity_V1,1627496662,4,,,3307,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496683383024,select_content,productDetailsFragment,MainActivity_V1,1627496662,4,BottomNavBar_Screen,L5,,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496688586043,select_content,productDetailsFragment,MainActivity_V1,1627496662,4,BottomNavBar_Screen,gridLayoutHorizontal2,,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496725870103,select_content,L1,MainActivity_V1,1627496662,4,BottomNavBar_Screen,L5,,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496768238143,screen_view,L1,MainActivity_V1,1627496662,4,,,3109,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496778149156,screen_view,L1,MainActivity_V1,1627496662,4,,,807,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496783771168,screen_view,L1,MainActivity_V1,1627496662,4,,,1461,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496662490001,my_tag_event,gridLayoutHorizontal1,MainActivity_V1,1627496662,4,,,,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496750148129,screen_view,L5,MainActivity_V1,1627496662,4,,,1825,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496685189030,select_content,productDetailsFragment,MainActivity_V1,1627496662,4,BottomNavBar_Screen,L3,,,,,,,,,
uc7BiqTvGMcEWNxXsxIr6EMpqyq1,2021-07-28,1627496695911054,screen_view,gridLayoutHorizontal4,MainActivity_V1,1627496662,4,,,1592,,,,,,,,
