user_id,event_date,event_timestamp,event_name,firebase_screen,firebase_screen_class,ga_session_id,ga_session_number,content_type,content,engagement_time_msec,Column1,Column2,Column3,Column4,Home_Button_Visibility,Category_Button_Visibility,Map_Button_Visibility,ITEM_RELEASE,ITEM_RATING,ITEM_VOTE_COUNT,ITEM_ORIGINAL_LANGUAGE,ITEM_GENRE,ITEM_POSITION_LIST,COLUMN,item_name,items
lws8XqradLMg6flQjxaISKYCgPk1,2021-02-25,1614267833372000,session_start,,,1614267833,3,,,,,,,,,,,,,,,,,,,
lws8XqradLMg6flQjxaISKYCgPk1,2021-02-25,1614267833372002,my_tag_event,,HomeDefinition,1614267833,3,,,,,,,,,,,,,,,,,,,
lws8XqradLMg6flQjxaISKYCgPk1,2021-02-25,1614267833503001,screen_view,,HomeDefinition,1614267833,3,,,6365,,,,,,,,,,,,,,,,
lws8XqradLMg6flQjxaISKYCgPk1,2021-02-25,1614267839747003,select_content,,HomeDefinition,1614267833,3,Button_Clicked,SignIn_Button,,,,,,,,,,,,,,,,,
lws8XqradLMg6flQjxaISKYCgPk1,2021-02-25,1614267839749002,screen_view,,HomeDefinition,1614267833,3,,,,,,,,,,,,,,,,,,,
lws8XqradLMg6flQjxaISKYCgPk1,2021-02-25,1614267839792004,user_engagement,,HomeDefinition,1614267833,3,,,6365,,,,,,,,,,,,,,,,
lws8XqradLMg6flQjxaISKYCgPk1,2021-02-25,1614267840743004,screen_view,,HomeDefinition,1614267833,3,,,,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-25,1614267841122001,screen_view,L1,MainActivity_V1,1614267833,3,,,8,,,,,True,True,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-25,1614267841123002,screen_view,L1,MainActivity_V1,1614267833,3,,,,False,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-25,1614267841127000,screen_view,,MainActivity_V1,1614267833,3,,,5,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-25,1614267879819000,user_engagement,L1,MainActivity_V1,1614267833,3,,,38682,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-25,1614267985659000,screen_view,,HomeDefinition,1614267833,3,,,,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-25,1614267985965001,screen_view,L1,MainActivity_V1,1614267833,3,,,2,,,,,True,True,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-25,1614267985966002,screen_view,L1,MainActivity_V1,1614267833,3,,,2517,False,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-25,1614267985970000,screen_view,,MainActivity_V1,1614267833,3,,,6,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-25,1614267988410003,select_content,L1,MainActivity_V1,1614267833,3,NavBar_Button,L3_Button,,,,,,True,True,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-25,1614267988487004,screen_view,L3,MainActivity_V1,1614267833,3,,,,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-25,1614267988492005,user_engagement,L1,MainActivity_V1,1614267833,3,,,2525,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-25,1614267994375006,user_engagement,L3,MainActivity_V1,1614267833,3,,,5881,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334758868003,my_tag_event,L1,MainActivity_V1,1614334758,4,,,,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334765497003,select_content,L1,MainActivity_V1,1614334758,4,NavBar_Button,Home_Button,,,,,,True,True,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334759247000,screen_view,,MainActivity_V1,1614334758,4,,,10,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334765690004,screen_view,L1,MainActivity_V1,1614334758,4,,,3148,True,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334768877009,user_engagement,L1,MainActivity_V1,1614334758,4,,,3148,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334770051000,screen_view,L2,MainActivity_V1,1614334758,4,,,16,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334770077001,user_engagement,L2,MainActivity_V1,1614334758,4,,,1215,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334809754028,user_engagement,gridLayoutHorizontal5,MainActivity_V1,1614334758,4,,,9552,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334777070006,select_content,L5,MainActivity_V1,1614334758,4,NavBar_Button,gridLayoutHorizontal1,,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334789227012,select_content,gridLayoutHorizontal2,MainActivity_V1,1614334758,4,NavBar_Button,gridLayoutHorizontal3,,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334789265014,screen_view,gridLayoutHorizontal3,MainActivity_V1,1614334758,4,,,4665,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334793874015,select_content,gridLayoutHorizontal3,MainActivity_V1,1614334758,4,NavBar_Button,gridLayoutHorizontal4,,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334758868000,session_start,,,1614334758,4,,,,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334759007001,screen_view,,HomeDefinition,1614334758,4,,,,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334759237002,screen_view,L1,MainActivity_V1,1614334758,4,,,6447,False,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334765706006,user_engagement,L1,MainActivity_V1,1614334758,4,,,6459,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334768763005,select_content,L1,MainActivity_V1,1614334758,4,NavBar_Button,L2_Button,,,,,,True,True,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334768836006,screen_view,L2,MainActivity_V1,1614334758,4,,,1215,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334770056000,screen_view,L3,MainActivity_V1,1614334758,4,,,1208,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334793973023,user_engagement,gridLayoutHorizontal3,MainActivity_V1,1614334758,4,,,4670,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334800185020,screen_view,gridLayoutHorizontal5,MainActivity_V1,1614334758,4,,,,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334773211007,user_engagement,L4,MainActivity_V1,1614334758,4,,,1841,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334783414011,screen_view,gridLayoutHorizontal2,MainActivity_V1,1614334758,4,,,5845,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334777105007,screen_view,L5,MainActivity_V1,1614334758,4,,,6,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334800242027,user_engagement,gridLayoutHorizontal4,MainActivity_V1,1614334758,4,,,6264,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334770022001,select_content,L2,MainActivity_V1,1614334758,4,NavBar_Button,L3_Button,,,,,,True,True,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334783351009,select_content,gridLayoutHorizontal1,MainActivity_V1,1614334758,4,NavBar_Button,gridLayoutHorizontal2,,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334793930016,screen_view,gridLayoutHorizontal3,MainActivity_V1,1614334758,4,,,15,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334771269001,screen_view,L3,MainActivity_V1,1614334758,4,,,3,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334771281002,screen_view,L4,MainActivity_V1,1614334758,4,,,1838,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334771387003,user_engagement,L3,MainActivity_V1,1614334758,4,,,1224,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334783450015,user_engagement,gridLayoutHorizontal1,MainActivity_V1,1614334758,4,,,6301,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334771243000,select_content,L3,MainActivity_V1,1614334758,4,NavBar_Button,L4_Button,,,,,,True,True,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334783407010,screen_view,gridLayoutHorizontal1,MainActivity_V1,1614334758,4,,,7,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334759236001,screen_view,L1,MainActivity_V1,1614334758,4,,,2,,,,,True,True,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334777111008,screen_view,gridLayoutHorizontal1,MainActivity_V1,1614334758,4,,,6295,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334789342019,user_engagement,gridLayoutHorizontal2,MainActivity_V1,1614334758,4,,,5852,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334793936017,screen_view,gridLayoutHorizontal4,MainActivity_V1,1614334758,4,,,6249,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334800150018,select_content,gridLayoutHorizontal4,MainActivity_V1,1614334758,4,NavBar_Button,gridLayoutHorizontal5,,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334773068003,select_content,L4,MainActivity_V1,1614334758,4,NavBar_Button,L5_Button,,,,,,True,True,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334800181019,screen_view,gridLayoutHorizontal4,MainActivity_V1,1614334758,4,,,2,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334773119004,screen_view,L4,MainActivity_V1,1614334758,4,,,13,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334777188011,user_engagement,L5,MainActivity_V1,1614334758,4,,,3987,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334773127005,screen_view,L5,MainActivity_V1,1614334758,4,,,3974,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614334789259013,screen_view,gridLayoutHorizontal2,MainActivity_V1,1614334758,4,,,5,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614374606085000,session_start,,,1614374606,5,,,,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614374606871002,screen_view,L1,MainActivity_V1,1614374606,5,,,2607,False,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614374627480000,screen_view,,MainActivity_V1,1614374606,5,,,7,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614374609478003,screen_view,L2,MainActivity_V1,1614374606,5,,,1028,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614374606085003,my_tag_event,L1,MainActivity_V1,1614374606,5,,,,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614374628219002,screen_view,L1,MainActivity_V1,1614374606,5,,,,True,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614374606541001,screen_view,,HomeDefinition,1614374606,5,,,,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614374606870001,screen_view,L1,MainActivity_V1,1614374606,5,,,1,,,,,True,True,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614374606881000,screen_view,,MainActivity_V1,1614374606,5,,,5,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614374609462004,select_content,L1,MainActivity_V1,1614374606,5,NavBar_Button,L2_Button,,,,,,True,True,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614374609488006,user_engagement,L1,MainActivity_V1,1614374606,5,,,2613,,,,,,,,,,,,,,,,
TEsMT2ssaIOeeYroq47ul7Byzub2,2021-02-26,1614374628218001,screen_view,L1,MainActivity_V1,1614374606,5,,,2,,,,,True,True,,,,,,,,,,
